Altium Designer Pick and Place Locations
C:\Users\jiang\Desktop\Pomo\Pomo_DriverBoard\Hardware\V2\Pick Place for Panelization.csv

========================================================================================================================
File Design Information:

Date:       15/08/26
Time:       17:53
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"R37","10K","TopLayer","Resistor-0402","85.4202","45.6438","270","Resistor-0402","85.4202","45.6438","85.4202","46.1518"
"R33","10K","TopLayer","Resistor-0402","87.0712","42.5958","90","Resistor-0402","87.0712","42.5958","87.0712","42.0878"
"R32","10K","TopLayer","Resistor-0402","83.8962","59.6138","90","Resistor-0402","83.8962","59.6138","83.8962","59.1058"
"R31","0R/NC","TopLayer","Resistor-0402","87.0712","40.4368","270","Resistor-0402","87.0712","40.4368","87.0712","40.9448"
"J2","E0470A01-AF-S","TopLayer","E0470A01-AF-S","89.8107","49.6713","90","AFC01-S40FCA-00","91.1607","49.6713","88.4607","59.4213"
"C44","100nF","TopLayer","Capacitor-0402","84.4042","51.6793","180","100nF/X5R/25V","84.4042","51.6793","84.9122","51.6793"
"C43","100nF","TopLayer","Capacitor-0402","82.6262","51.6793","180","100nF/X5R/25V","82.6262","51.6793","83.1342","51.6793"
"J3","CONN_HDR_3X4_2.54mm","TopLayer","CONN_HDR_3X4_2.54mm","66.8782","61.0108","270","","66.8782","61.0108","64.3382","64.8208"
"X1","27MHz","TopLayer","Oscillator-2016","82.2452","57.7763","270","OC7EL89CJO-113YLC-27M","82.2452","57.7763","81.6952","58.4763"
"USB1","TYPE-C","TopLayer","TYPE-C-16P","68.1442","50.6928","270","GT-USB-7010ASV","70.6642","50.6928","65.6242","46.3678"
"U5","TXS0108ERGYR","TopLayer","TXS0108E-VQFN-20-3.5x4.5mm","76.7882","49.0988","270","TXS0108ERGYR","76.7882","49.0988","78.9382","49.8488"
"U4","GW1NSR-LV4CQN48PC7/I6","TopLayer","GW1NSR-LV4CQN48P-QFN-48_6X6","77.5112","55.0978","0","GW1NSR-LV4CQN48PC7/I6","77.5112","55.0978","74.6612","57.2978"
"U3","EA3036CQBR","TopLayer","EA3036-QFN-20","67.2592","37.7698","270","EA3036CQBR","67.2592","37.7698","68.0592","39.3198"
"U2","SY6283ADRC","TopLayer","SY6283ADRC-dfn-4_1.2x1.6mm","67.1322","44.5008","0","SY6283ADRC","67.1322","44.5008","66.5322","44.7508"
"U1","TPS65185/SY7636A","TopLayer","TPS65185-VQFN-48_6x6mm","78.8657","40.7828","270","","78.8657","40.7828","81.0657","43.6578"
"R36","4.7K/NC","TopLayer","Resistor-0402","80.5942","49.4541","360","Resistor-0402","80.5942","49.4541","80.0862","49.4541"
"R35","4.7K/NC","TopLayer","Resistor-0402","80.5942","48.6921","360","Resistor-0402","80.5942","48.6921","80.0862","48.6921"
"R34","10K","TopLayer","Resistor-0402","73.3552","49.0726","90","Resistor-0402","73.3552","49.0726","73.3552","48.5646"
"R30","49.9R","TopLayer","Resistor-0402","82.2452","56.1930","360","Resistor-0402","82.2452","56.1930","81.7372","56.1930"
"R29","4.7K","TopLayer","Resistor-0402","73.3552","54.4068","270","Resistor-0402","73.3552","54.4068","73.3552","54.9148"
"R28","100R","TopLayer","Resistor-0402","81.2292","61.5188","360","Resistor-0402","81.2292","61.5188","80.7212","61.5188"
"R27","100R","TopLayer","Resistor-0402","79.4512","61.5188","360","Resistor-0402","79.4512","61.5188","78.9432","61.5188"
"R26","100R","TopLayer","Resistor-0402","75.8952","61.5188","360","Resistor-0402","75.8952","61.5188","75.3872","61.5188"
"R25","100K 1%","TopLayer","Resistor-0402","68.1862","40.4108","360","Resistor-0402","68.1862","40.4108","67.6782","40.4108"
"R24","100R","TopLayer","Resistor-0402","74.1170","61.5188","180","Resistor-0402","74.1170","61.5188","74.6250","61.5188"
"R23","100R","TopLayer","Resistor-0402","77.6732","61.5188","360","Resistor-0402","77.6732","61.5188","77.1652","61.5188"
"R22","200K 1%","TopLayer","Resistor-0402","68.1862","41.1731","360","Resistor-0402","68.1862","41.1731","67.6782","41.1731"
"R21","100K","TopLayer","Resistor-0402","70.3452","37.6168","180","Resistor-0402","70.3452","37.6168","70.8532","37.6168"
"R20","100K 1%","TopLayer","Resistor-0402","66.2812","40.4108","180","Resistor-0402","66.2812","40.4108","66.7892","40.4108"
"R19","100K","TopLayer","Resistor-0402","64.1222","37.9981","360","Resistor-0402","64.1222","37.9981","63.6142","37.9981"
"R18","100K","TopLayer","Resistor-0402","64.1222","37.2358","360","Resistor-0402","64.1222","37.2358","63.6142","37.2358"
"R17","100K 1%","TopLayer","Resistor-0402","66.2812","41.1731","180","Resistor-0402","66.2812","41.1731","66.7892","41.1731"
"R16","15K 1%","TopLayer","Resistor-0402","66.1542","34.6958","270","Resistor-0402","66.1542","34.6958","66.1542","35.2038"
"R15","68K 1%","TopLayer","Resistor-0402","66.9165","34.6958","270","Resistor-0402","66.9165","34.6958","66.9165","35.2038"
"R14","100K","TopLayer","Resistor-0402","65.0680","45.0279","180","Resistor-0402","65.0680","45.0279","65.5760","45.0279"
"R13","5.1K","TopLayer","Resistor-0402","72.3392","49.0728","90","Resistor-0402","72.3392","49.0728","72.3392","48.5648"
"R12","5.1K","TopLayer","Resistor-0402","72.3392","52.6288","90","Resistor-0402","72.3392","52.6288","72.3392","52.1208"
"R11","5.1M","TopLayer","Resistor-0402","73.9937","38.7610","180","Resistor-0402","73.9937","38.7610","74.5017","38.7610"
"R10","52.3K/59K","TopLayer","Resistor-0402","80.4672","33.9344","180","Resistor-0402","80.4672","33.9344","80.9752","33.9344"
"R9","1M/750K","TopLayer","Resistor-0402","78.9124","36.0071","90","Resistor-0402","78.9124","36.0071","78.9124","35.4991"
"R8","4.7K/NC","TopLayer","Resistor-0402","73.9937","39.5232","180","Resistor-0402","73.9937","39.5232","74.5017","39.5232"
"R7","47.5K/21K","TopLayer","Resistor-0402","80.4672","34.6964","360","Resistor-0402","80.4672","34.6964","79.9592","34.6964"
"R6","1M/510K","TopLayer","Resistor-0402","81.9910","35.9918","90","Resistor-0402","81.9910","35.9918","81.9910","35.4838"
"R5","4.7K/NC","TopLayer","Resistor-0402","73.9937","40.2855","180","Resistor-0402","73.9937","40.2855","74.5017","40.2855"
"R4","5.1M","TopLayer","Resistor-0402","75.3821","46.0566","180","Resistor-0402","75.3821","46.0566","75.8901","46.0566"
"R3","5.1M","TopLayer","Resistor-0402","78.0545","45.5168","90","Resistor-0402","78.0545","45.5168","78.0545","45.0088"
"R2","43.2K/36K","TopLayer","Resistor-0402","83.7727","42.7379","180","Resistor-0402","83.7727","42.7379","84.2807","42.7379"
"R1","10K/NC","TopLayer","Resistor-0402","83.7727","44.2624","360","Resistor-0402","83.7727","44.2624","83.2647","44.2624"
"L5","1.5uH","TopLayer","Inductor-2016","70.2056","41.1480","270","FTC201610S1R5MBCA","70.2056","41.1480","70.2056","41.7980"
"L4","1.5uH","TopLayer","Inductor-2016","64.2492","41.1535","270","FTC201610S1R5MBCA","64.2492","41.1535","64.2492","41.8036"
"L3","1.5uH","TopLayer","Inductor-2016","64.2492","34.8228","90","FTC201610S1R5MBCA","64.2492","34.8228","64.2492","34.1728"
"L2","4.7uH","TopLayer","Inductor-2016","73.3384","36.2219","180","FTC201610S4R7MBCA","73.3384","36.2219","73.9884","36.2219"
"L1","2.2uH/4.7uH","TopLayer","Inductor-2016","85.2817","38.1133","360","FTC201612S2R2MBCA/FTC201610S4R7MBCA","85.2817","38.1133","84.6317","38.1133"
"J1","FPC-22P-0.5mm","TopLayer","HC-FPC-05-10-22RLTAG","79.9326","63.9398","180","HC-FPC-05-10-22RLTAG","79.9326","65.3448","85.1826","62.5348"
"FB5","120次@100MHz","TopLayer","Ferrite_Bead-0402","82.2452","59.3596","360","UPZ1005D121-1R3TF","82.2452","59.3596","81.7372","59.3596"
"FB4","120次@100MHz","TopLayer","Ferrite_Bead-0402","70.2056","42.7063","180","UPZ1005D121-1R3TF","70.2056","42.7063","70.7136","42.7063"
"FB3","120次@100MHz","TopLayer","Ferrite_Bead-0402","66.2812","42.6976","180","UPZ1005D121-1R3TF","66.2812","42.6976","66.7892","42.6976"
"FB2","120次@100MHz","TopLayer","Ferrite_Bead-0402","69.2033","34.6958","270","UPZ1005D121-1R3TF","69.2033","34.6958","69.2033","35.2038"
"FB1","600次@100MHz","TopLayer","Ferrite_Bead-0603","64.6302","44.1198","180","UPZ1608U601-1R3TF","64.6302","44.1198","65.4302","44.1198"
"D4","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","73.3552","34.5438","360","Schottky Diode-DFN-1610-2","73.3552","34.5438","72.7452","34.5438"
"D3","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","78.5661","34.3408","90","BAV99QA/1SS362FV","78.5661","34.3408","78.1911","33.8908"
"D2","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","82.3722","34.3255","90","BAV99QA/1SS362FV","82.3722","34.3255","81.9972","33.8755"
"D1","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","83.4037","38.1147","90","Schottky Diode-DFN-1610-2","83.4037","38.1147","83.4037","37.5047"
"C42","100nF","TopLayer","Capacitor-0402","80.5942","50.2163","360","100nF/X5R/25V","80.5942","50.2163","80.0862","50.2163"
"C41","100nF","TopLayer","Capacitor-0402","80.5942","47.1678","180","100nF/X5R/25V","80.5942","47.1678","81.1022","47.1678"
"C40","100nF","TopLayer","Capacitor-0402","80.5942","47.9298","180","100nF/X5R/25V","80.5942","47.9298","81.1022","47.9298"
"C39","100nF","TopLayer","Capacitor-0402","80.0747","59.6138","270","100nF/X5R/25V","80.0747","59.6138","80.0747","60.1218"
"C38","4.7uF","TopLayer","Capacitor-0402","79.3125","59.6138","270","4.7uF/X5R/10V","79.3125","59.6138","79.3125","60.1218"
"C37","100nF","TopLayer","Capacitor-0402","73.3552","50.8506","270","100nF/X5R/25V","73.3552","50.8506","73.3552","51.3586"
"C36","4.7uF","TopLayer","Capacitor-0402","73.3552","52.6286","90","4.7uF/X5R/10V","73.3552","52.6286","73.3552","52.1206"
"C35","100nF","TopLayer","Capacitor-0402","80.8370","59.6138","90","100nF/X5R/25V","80.8370","59.6138","80.8370","59.1058"
"C34","100nF","TopLayer","Capacitor-0402","73.3552","56.1848","270","100nF/X5R/25V","73.3552","56.1848","73.3552","56.6928"
"C33","100nF","TopLayer","Capacitor-0402","82.2452","60.1218","360","100nF/X5R/25V","82.2452","60.1218","81.7372","60.1218"
"C32","100nF","TopLayer","Capacitor-0402","80.5942","50.9786","360","100nF/X5R/25V","80.5942","50.9786","80.0862","50.9786"
"C31","220pF","TopLayer","Capacitor-0402","68.1862","41.9353","360","CL05C221JB5NNNC","68.1862","41.9353","67.6782","41.9353"
"C30","10uF","TopLayer","Capacitor-0402","68.1990","42.6976","360","HGC0402R5106M100NTEJ","68.1990","42.6976","67.6910","42.6976"
"C29","220pF","TopLayer","Capacitor-0402","66.2812","41.9353","180","CL05C221JB5NNNC","66.2812","41.9353","66.7892","41.9353"
"C28","10uF","TopLayer","Capacitor-0402","64.2492","42.7118","360","HGC0402R5106M100NTEJ","64.2492","42.7118","63.7412","42.7118"
"C27","10uF","TopLayer","Capacitor-0402","70.3452","36.8548","180","HGC0402R5106M100NTEJ","70.3452","36.8548","70.8532","36.8548"
"C26","10uF","TopLayer","Capacitor-0402","70.3452","38.3791","180","HGC0402R5106M100NTEJ","70.3452","38.3791","70.8532","38.3791"
"C25","10uF","TopLayer","Capacitor-0402","64.1222","36.4738","360","HGC0402R5106M100NTEJ","64.1222","36.4738","63.6142","36.4738"
"C24","1uF","TopLayer","Capacitor-0402","64.1222","38.7603","360","HGC0402R5105K500NTEJ","64.1222","38.7603","63.6142","38.7603"
"C23","220pF","TopLayer","Capacitor-0402","67.6787","34.6958","270","CL05C221JB5NNNC","67.6787","34.6958","67.6787","35.2038"
"C22","10uF","TopLayer","Capacitor-0402","68.4410","34.6958","270","HGC0402R5106M100NTEJ","68.4410","34.6958","68.4410","35.2038"
"C21","10uF","TopLayer","Capacitor-0402","69.1642","44.1198","180","HGC0402R5106M100NTEJ","69.1642","44.1198","69.6722","44.1198"
"C20","10uF","TopLayer","Capacitor-0402","69.1642","44.8818","360","HGC0402R5106M100NTEJ","69.1642","44.8818","68.6562","44.8818"
"C19","4.7uF","TopLayer","Capacitor-0805","76.1921","34.4678","360","CL21A475KBQNNNE","76.1921","34.4678","75.1921","34.4678"
"C18","4.7uF","TopLayer","Capacitor-0805","76.1921","36.0217","360","CL21A475KBQNNNE","76.1921","36.0217","75.1921","36.0217"
"C17","10uF","TopLayer","Capacitor-0603","73.6092","37.8529","360","CL10A106KP8NNNC","73.6092","37.8529","72.8092","37.8529"
"C16","10nF/47nF","TopLayer","Capacitor-0402","78.1501","36.0071","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","78.1501","36.0071","78.1501","36.5151"
"C15","100nF/1uF","TopLayer","Capacitor-0402","80.0860","35.9918","270","0402B104K500NT/HGC0402R5105K500NTEJ","80.0860","35.9918","80.0860","36.4998"
"C14","4.7uF","TopLayer","Capacitor-0805","73.9937","42.2435","270","CL21A475KBQNNNE","73.9937","42.2435","73.9937","43.2435"
"C13","100nF/1uF","TopLayer","Capacitor-0402","80.8482","35.9918","270","0402B104K500NT/HGC0402R5105K500NTEJ","80.8482","35.9918","80.8482","36.4998"
"C12","4.7uF","TopLayer","Capacitor-0402","73.9937","44.2016","360","CL05A475MO5NUNC","73.9937","44.2016","73.4857","44.2016"
"C11","10nF/47nF","TopLayer","Capacitor-0402","82.7532","35.9918","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","82.7532","35.9918","82.7532","36.4998"
"C10","4.7uF","TopLayer","Capacitor-0805","84.8765","34.4380","360","CL21A475KBQNNNE","84.8765","34.4380","83.8765","34.4380"
"C9","4.7uF","TopLayer","Capacitor-0805","84.8765","35.9918","360","CL21A475KBQNNNE","84.8765","35.9918","83.8765","35.9918"
"C8","10uF","TopLayer","Capacitor-0603","75.6921","45.1485","360","CL10A106KP8NNNC","75.6921","45.1485","74.8921","45.1485"
"C7","4.7uF","TopLayer","Capacitor-0805","84.4077","39.9538","360","CL21A475KBQNNNE","84.4077","39.9538","83.4077","39.9538"
"C6","4.7uF","TopLayer","Capacitor-0402","77.2922","45.5168","270","CL05A475MO5NUNC","77.2922","45.5168","77.2922","46.0248"
"C5","10uF","TopLayer","Capacitor-0603","85.4237","43.4865","90","CL10A106KP8NNNC","85.4237","43.4865","85.4237","42.6865"
"C4","4.7uF","TopLayer","Capacitor-0805","84.4077","41.5076","360","CL21A475KBQNNNE","84.4077","41.5076","83.4077","41.5076"
"C3","4.7uF","TopLayer","Capacitor-0805","80.0125","45.5168","360","CL21A475KBQNNNE","80.0125","45.5168","79.0125","45.5168"
"C2","4.7uF","TopLayer","Capacitor-0805","83.1664","45.5168","180","CL21A475KBQNNNE","83.1664","45.5168","84.1664","45.5168"
"C1","4.7uF/NC","TopLayer","Capacitor-0402","83.7727","43.5001","180","CL05A475MO5NUNC","83.7727","43.5001","84.2807","43.5001"
"R39","NC/0R","TopLayer","Resistor-0402","73.3468","78.6892","270","Resistor-0402","73.3468","78.6892","73.3468","79.1972"
"R38","NC/7.5K","TopLayer","Resistor-0402","74.1091","78.6892","270","Resistor-0402","74.1091","78.6892","74.1091","79.1972"
"C45","0R/100nF","TopLayer","Capacitor-0402","72.5846","78.6892","270","CL05B104KB5NNNC","72.5846","78.6892","72.5846","79.1972"
"U6","TXS0104ERGYR","TopLayer","TXS0104E-VQFN-14-3.5x3.5mm","84.0366","82.2696","0","TXS0104ERGYR","84.0366","82.2696","83.2866","83.9196"
"R37","10K","TopLayer","Resistor-0402","85.4202","78.8162","270","Resistor-0402","85.4202","78.8162","85.4202","79.3242"
"R33","10K","TopLayer","Resistor-0402","87.0712","75.7682","90","Resistor-0402","87.0712","75.7682","87.0712","75.2602"
"R32","10K","TopLayer","Resistor-0402","83.8962","92.7862","90","Resistor-0402","83.8962","92.7862","83.8962","92.2782"
"R31","0R/NC","TopLayer","Resistor-0402","87.0712","73.6092","270","Resistor-0402","87.0712","73.6092","87.0712","74.1172"
"J2","E0470A01-AF-S","TopLayer","E0470A01-AF-S","89.8107","82.8437","90","AFC01-S40FCA-00","91.1607","82.8437","88.4607","92.5937"
"C44","100nF","TopLayer","Capacitor-0402","84.4042","84.8517","180","100nF/X5R/25V","84.4042","84.8517","84.9122","84.8517"
"C43","100nF","TopLayer","Capacitor-0402","82.6262","84.8517","180","100nF/X5R/25V","82.6262","84.8517","83.1342","84.8517"
"J3","CONN_HDR_3X4_2.54mm","TopLayer","CONN_HDR_3X4_2.54mm","66.8782","94.1832","270","","66.8782","94.1832","64.3382","97.9932"
"X1","27MHz","TopLayer","Oscillator-2016","82.2452","90.9487","270","OC7EL89CJO-113YLC-27M","82.2452","90.9487","81.6952","91.6487"
"USB1","TYPE-C","TopLayer","TYPE-C-16P","68.1442","83.8652","270","GT-USB-7010ASV","70.6642","83.8652","65.6242","79.5402"
"U5","TXS0108ERGYR","TopLayer","TXS0108E-VQFN-20-3.5x4.5mm","76.7882","82.2712","270","TXS0108ERGYR","76.7882","82.2712","78.9382","83.0212"
"U4","GW1NSR-LV4CQN48PC7/I6","TopLayer","GW1NSR-LV4CQN48P-QFN-48_6X6","77.5112","88.2702","0","GW1NSR-LV4CQN48PC7/I6","77.5112","88.2702","74.6612","90.4702"
"U3","EA3036CQBR","TopLayer","EA3036-QFN-20","67.2592","70.9422","270","EA3036CQBR","67.2592","70.9422","68.0592","72.4922"
"U2","SY6283ADRC","TopLayer","SY6283ADRC-dfn-4_1.2x1.6mm","67.1322","77.6732","0","SY6283ADRC","67.1322","77.6732","66.5322","77.9232"
"U1","TPS65185/SY7636A","TopLayer","TPS65185-VQFN-48_6x6mm","78.8657","73.9552","270","","78.8657","73.9552","81.0657","76.8302"
"R36","4.7K/NC","TopLayer","Resistor-0402","80.5942","82.6265","360","Resistor-0402","80.5942","82.6265","80.0862","82.6265"
"R35","4.7K/NC","TopLayer","Resistor-0402","80.5942","81.8645","360","Resistor-0402","80.5942","81.8645","80.0862","81.8645"
"R34","10K","TopLayer","Resistor-0402","73.3552","82.2450","90","Resistor-0402","73.3552","82.2450","73.3552","81.7369"
"R30","49.9R","TopLayer","Resistor-0402","82.2452","89.3654","360","Resistor-0402","82.2452","89.3654","81.7372","89.3654"
"R29","4.7K","TopLayer","Resistor-0402","73.3552","87.5792","270","Resistor-0402","73.3552","87.5792","73.3552","88.0872"
"R28","100R","TopLayer","Resistor-0402","81.2292","94.6912","360","Resistor-0402","81.2292","94.6912","80.7212","94.6912"
"R27","100R","TopLayer","Resistor-0402","79.4512","94.6912","360","Resistor-0402","79.4512","94.6912","78.9432","94.6912"
"R26","100R","TopLayer","Resistor-0402","75.8952","94.6912","360","Resistor-0402","75.8952","94.6912","75.3872","94.6912"
"R25","100K 1%","TopLayer","Resistor-0402","68.1862","73.5832","360","Resistor-0402","68.1862","73.5832","67.6782","73.5832"
"R24","100R","TopLayer","Resistor-0402","74.1170","94.6912","180","Resistor-0402","74.1170","94.6912","74.6250","94.6912"
"R23","100R","TopLayer","Resistor-0402","77.6732","94.6912","360","Resistor-0402","77.6732","94.6912","77.1652","94.6912"
"R22","200K 1%","TopLayer","Resistor-0402","68.1862","74.3455","360","Resistor-0402","68.1862","74.3455","67.6782","74.3455"
"R21","100K","TopLayer","Resistor-0402","70.3452","70.7892","180","Resistor-0402","70.3452","70.7892","70.8532","70.7892"
"R20","100K 1%","TopLayer","Resistor-0402","66.2812","73.5832","180","Resistor-0402","66.2812","73.5832","66.7892","73.5832"
"R19","100K","TopLayer","Resistor-0402","64.1222","71.1705","360","Resistor-0402","64.1222","71.1705","63.6142","71.1705"
"R18","100K","TopLayer","Resistor-0402","64.1222","70.4082","360","Resistor-0402","64.1222","70.4082","63.6142","70.4082"
"R17","100K 1%","TopLayer","Resistor-0402","66.2812","74.3455","180","Resistor-0402","66.2812","74.3455","66.7892","74.3455"
"R16","15K 1%","TopLayer","Resistor-0402","66.1542","67.8682","270","Resistor-0402","66.1542","67.8682","66.1542","68.3762"
"R15","68K 1%","TopLayer","Resistor-0402","66.9165","67.8682","270","Resistor-0402","66.9165","67.8682","66.9165","68.3762"
"R14","100K","TopLayer","Resistor-0402","65.0680","78.2003","180","Resistor-0402","65.0680","78.2003","65.5760","78.2003"
"R13","5.1K","TopLayer","Resistor-0402","72.3392","82.2452","90","Resistor-0402","72.3392","82.2452","72.3392","81.7372"
"R12","5.1K","TopLayer","Resistor-0402","72.3392","85.8012","90","Resistor-0402","72.3392","85.8012","72.3392","85.2932"
"R11","5.1M","TopLayer","Resistor-0402","73.9937","71.9334","180","Resistor-0402","73.9937","71.9334","74.5017","71.9334"
"R10","52.3K/59K","TopLayer","Resistor-0402","80.4672","67.1068","180","Resistor-0402","80.4672","67.1068","80.9752","67.1068"
"R9","1M/750K","TopLayer","Resistor-0402","78.9124","69.1795","90","Resistor-0402","78.9124","69.1795","78.9124","68.6714"
"R8","4.7K/NC","TopLayer","Resistor-0402","73.9937","72.6956","180","Resistor-0402","73.9937","72.6956","74.5017","72.6956"
"R7","47.5K/21K","TopLayer","Resistor-0402","80.4672","67.8688","360","Resistor-0402","80.4672","67.8688","79.9592","67.8688"
"R6","1M/510K","TopLayer","Resistor-0402","81.9910","69.1642","90","Resistor-0402","81.9910","69.1642","81.9910","68.6562"
"R5","4.7K/NC","TopLayer","Resistor-0402","73.9937","73.4579","180","Resistor-0402","73.9937","73.4579","74.5017","73.4579"
"R4","5.1M","TopLayer","Resistor-0402","75.3821","79.2290","180","Resistor-0402","75.3821","79.2290","75.8901","79.2290"
"R3","5.1M","TopLayer","Resistor-0402","78.0545","78.6892","90","Resistor-0402","78.0545","78.6892","78.0545","78.1812"
"R2","43.2K/36K","TopLayer","Resistor-0402","83.7727","75.9103","180","Resistor-0402","83.7727","75.9103","84.2807","75.9103"
"R1","10K/NC","TopLayer","Resistor-0402","83.7727","77.4348","360","Resistor-0402","83.7727","77.4348","83.2647","77.4348"
"L5","1.5uH","TopLayer","Inductor-2016","70.2056","74.3204","270","FTC201610S1R5MBCA","70.2056","74.3204","70.2056","74.9704"
"L4","1.5uH","TopLayer","Inductor-2016","64.2492","74.3259","270","FTC201610S1R5MBCA","64.2492","74.3259","64.2492","74.9759"
"L3","1.5uH","TopLayer","Inductor-2016","64.2492","67.9952","90","FTC201610S1R5MBCA","64.2492","67.9952","64.2492","67.3452"
"L2","4.7uH","TopLayer","Inductor-2016","73.3384","69.3943","180","FTC201610S4R7MBCA","73.3384","69.3943","73.9884","69.3943"
"L1","2.2uH/4.7uH","TopLayer","Inductor-2016","85.2817","71.2857","360","FTC201612S2R2MBCA/FTC201610S4R7MBCA","85.2817","71.2857","84.6317","71.2857"
"J1","FPC-22P-0.5mm","TopLayer","HC-FPC-05-10-22RLTAG","79.9326","97.1122","180","HC-FPC-05-10-22RLTAG","79.9326","98.5172","85.1826","95.7072"
"FB5","120次@100MHz","TopLayer","Ferrite_Bead-0402","82.2452","92.5319","360","UPZ1005D121-1R3TF","82.2452","92.5320","81.7372","92.5319"
"FB4","120次@100MHz","TopLayer","Ferrite_Bead-0402","70.2056","75.8786","180","UPZ1005D121-1R3TF","70.2056","75.8786","70.7136","75.8786"
"FB3","120次@100MHz","TopLayer","Ferrite_Bead-0402","66.2812","75.8700","180","UPZ1005D121-1R3TF","66.2812","75.8700","66.7892","75.8700"
"FB2","120次@100MHz","TopLayer","Ferrite_Bead-0402","69.2033","67.8682","270","UPZ1005D121-1R3TF","69.2033","67.8682","69.2033","68.3762"
"FB1","600次@100MHz","TopLayer","Ferrite_Bead-0603","64.6302","77.2922","180","UPZ1608U601-1R3TF","64.6302","77.2922","65.4302","77.2922"
"D4","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","73.3552","67.7162","360","Schottky Diode-DFN-1610-2","73.3552","67.7162","72.7452","67.7162"
"D3","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","78.5661","67.5132","90","BAV99QA/1SS362FV","78.5661","67.5132","78.1911","67.0632"
"D2","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","82.3722","67.4979","90","BAV99QA/1SS362FV","82.3722","67.4979","81.9972","67.0479"
"D1","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","83.4037","71.2871","90","Schottky Diode-DFN-1610-2","83.4037","71.2871","83.4037","70.6771"
"C42","100nF","TopLayer","Capacitor-0402","80.5942","83.3887","360","100nF/X5R/25V","80.5942","83.3887","80.0862","83.3887"
"C41","100nF","TopLayer","Capacitor-0402","80.5942","80.3402","180","100nF/X5R/25V","80.5942","80.3402","81.1022","80.3402"
"C40","100nF","TopLayer","Capacitor-0402","80.5942","81.1022","180","100nF/X5R/25V","80.5942","81.1022","81.1022","81.1022"
"C39","100nF","TopLayer","Capacitor-0402","80.0747","92.7862","270","100nF/X5R/25V","80.0747","92.7862","80.0747","93.2942"
"C38","4.7uF","TopLayer","Capacitor-0402","79.3125","92.7862","270","4.7uF/X5R/10V","79.3125","92.7862","79.3125","93.2942"
"C37","100nF","TopLayer","Capacitor-0402","73.3552","84.0230","270","100nF/X5R/25V","73.3552","84.0230","73.3552","84.5309"
"C36","4.7uF","TopLayer","Capacitor-0402","73.3552","85.8010","90","4.7uF/X5R/10V","73.3552","85.8010","73.3552","85.2930"
"C35","100nF","TopLayer","Capacitor-0402","80.8370","92.7862","90","100nF/X5R/25V","80.8370","92.7862","80.8370","92.2782"
"C34","100nF","TopLayer","Capacitor-0402","73.3552","89.3572","270","100nF/X5R/25V","73.3552","89.3572","73.3552","89.8652"
"C33","100nF","TopLayer","Capacitor-0402","82.2452","93.2942","360","100nF/X5R/25V","82.2452","93.2942","81.7372","93.2942"
"C32","100nF","TopLayer","Capacitor-0402","80.5942","84.1510","360","100nF/X5R/25V","80.5942","84.1510","80.0862","84.1510"
"C31","220pF","TopLayer","Capacitor-0402","68.1862","75.1077","360","CL05C221JB5NNNC","68.1862","75.1077","67.6782","75.1077"
"C30","10uF","TopLayer","Capacitor-0402","68.1990","75.8700","360","HGC0402R5106M100NTEJ","68.1990","75.8700","67.6910","75.8700"
"C29","220pF","TopLayer","Capacitor-0402","66.2812","75.1077","180","CL05C221JB5NNNC","66.2812","75.1077","66.7892","75.1077"
"C28","10uF","TopLayer","Capacitor-0402","64.2492","75.8842","360","HGC0402R5106M100NTEJ","64.2492","75.8842","63.7412","75.8842"
"C27","10uF","TopLayer","Capacitor-0402","70.3452","70.0272","180","HGC0402R5106M100NTEJ","70.3452","70.0272","70.8532","70.0272"
"C26","10uF","TopLayer","Capacitor-0402","70.3452","71.5515","180","HGC0402R5106M100NTEJ","70.3452","71.5515","70.8532","71.5515"
"C25","10uF","TopLayer","Capacitor-0402","64.1222","69.6462","360","HGC0402R5106M100NTEJ","64.1222","69.6462","63.6142","69.6462"
"C24","1uF","TopLayer","Capacitor-0402","64.1222","71.9327","360","HGC0402R5105K500NTEJ","64.1222","71.9327","63.6142","71.9327"
"C23","220pF","TopLayer","Capacitor-0402","67.6787","67.8682","270","CL05C221JB5NNNC","67.6787","67.8682","67.6787","68.3762"
"C22","10uF","TopLayer","Capacitor-0402","68.4410","67.8682","270","HGC0402R5106M100NTEJ","68.4410","67.8682","68.4410","68.3762"
